run_tag,iter,tokens,name,kind,lm_loss,ppl,delta_from_first
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,850,3565158400,code,forget,0.6625878,1.939806,-0.1151
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,875,3670016000,code,forget,0.6613213,1.93735,-0.11637
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,900,3774873600,code,forget,0.6626614,1.939948,-0.11503
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,925,3879731200,code,forget,0.6612722,1.937255,-0.11642
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,950,3984588800,code,forget,0.6607475,1.936239,-0.11694
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,975,4089446400,code,forget,0.6610308,1.936788,-0.11666
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1000,4194304000,code,forget,0.6621848,1.939024,-0.1155
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1025,4299161600,code,forget,0.662475,1.939587,-0.11521
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1050,4404019200,code,forget,0.6620067,1.938679,-0.11568
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1075,4508876800,code,forget,0.6616142,1.937918,-0.11607
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1100,4613734400,code,forget,0.6613677,1.93744,-0.11632
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1125,4718592000,code,forget,0.6601813,1.935143,-0.11751
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1150,4823449600,code,forget,0.6601449,1.935073,-0.11754
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1175,4928307200,code,forget,0.6610173,1.936762,-0.11667
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1200,5033164800,code,forget,0.6611447,1.937008,-0.11654
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1225,5138022400,code,forget,0.6612141,1.937143,-0.11647
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1250,5242880000,code,forget,0.6619822,1.938631,-0.11571
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1275,5347737600,code,forget,0.6605718,1.935899,-0.11712
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1300,5452595200,code,forget,0.6606541,1.936058,-0.11703
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1325,5557452800,code,forget,0.6611634,1.937045,-0.11652
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1350,5662310400,code,forget,0.6603463,1.935462,-0.11734
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1375,5767168000,code,forget,0.66115,1.937019,-0.11654
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1400,5872025600,code,forget,0.660126,1.935036,-0.11756
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1425,5976883200,code,forget,0.6602244,1.935227,-0.11746
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1450,6081740800,code,forget,0.6606973,1.936142,-0.11699
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1475,6186598400,code,forget,0.6607821,1.936306,-0.11691
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1500,6291456000,code,forget,0.6599246,1.934647,-0.11776
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1525,6396313600,code,forget,0.6604788,1.935719,-0.11721
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1550,6501171200,code,forget,0.6603755,1.935519,-0.11731
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1575,6606028800,code,forget,0.6616303,1.937949,-0.11606
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1600,6710886400,code,forget,0.6610574,1.936839,-0.11663
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1625,6815744000,code,forget,0.6605619,1.93588,-0.11713
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1650,6920601600,code,forget,0.6610634,1.936851,-0.11662
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1675,7025459200,code,forget,0.6618267,1.93833,-0.11586
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1700,7130316800,code,forget,0.6611944,1.937105,-0.11649
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1725,7235174400,code,forget,0.6627921,1.940202,-0.1149
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1750,7340032000,code,forget,0.6617712,1.938222,-0.11592
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1775,7444889600,code,forget,0.6615632,1.937819,-0.11612
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1800,7549747200,code,forget,0.6611443,1.937008,-0.11654
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1825,7654604800,code,forget,0.6610804,1.936884,-0.11661
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1850,7759462400,code,forget,0.6609328,1.936598,-0.11675
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1875,7864320000,code,forget,0.6612905,1.937291,-0.1164
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1900,7969177600,code,forget,0.6615841,1.93786,-0.1161
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1925,8074035200,code,forget,0.6608225,1.936384,-0.11687
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1950,8178892800,code,forget,0.6607322,1.93621,-0.11696
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1975,8283750400,code,forget,0.6603057,1.935384,-0.11738
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2000,8388608000,code,forget,0.6603799,1.935528,-0.11731
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2025,8493465600,code,forget,0.6603063,1.935385,-0.11738
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2050,8598323200,code,forget,0.6611432,1.937006,-0.11654
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2075,8703180800,code,forget,0.6612485,1.937209,-0.11644
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2100,8808038400,code,forget,0.6614649,1.937629,-0.11622
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2125,8912896000,code,forget,0.661957,1.938582,-0.11573
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2150,9017753600,code,forget,0.6614615,1.937622,-0.11623
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2175,9122611200,code,forget,0.6611443,1.937008,-0.11654
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2200,9227468800,code,forget,0.6614979,1.937693,-0.11619
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2225,9332326400,code,forget,0.6611934,1.937103,-0.11649
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2250,9437184000,code,forget,0.6611769,1.937071,-0.11651
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2275,9542041600,code,forget,0.6670867,1.948552,-0.1106
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2300,9646899200,code,forget,0.6658846,1.946211,-0.1118
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2325,9751756800,code,forget,0.6650203,1.94453,-0.11267
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2350,9856614400,code,forget,0.6648363,1.944172,-0.11285
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2375,9961472000,code,forget,0.6644804,1.943481,-0.11321
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2400,10066329600,code,forget,0.6643526,1.943232,-0.11334
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2425,10171187200,code,forget,0.666473,1.947357,-0.11121
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2450,10276044800,code,forget,0.6650198,1.944529,-0.11267
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2475,10380902400,code,forget,0.6652129,1.944905,-0.11247
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2500,10485760000,code,forget,0.6663343,1.947087,-0.11135
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2525,10590617600,code,forget,0.6657541,1.945957,-0.11193
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2550,10695475200,code,forget,0.6662676,1.946957,-0.11142
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2575,10800332800,code,forget,0.6658083,1.946063,-0.11188
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2600,10905190400,code,forget,0.6648777,1.944253,-0.11281
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2625,11010048000,code,forget,0.664722,1.94395,-0.11297
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2650,11114905600,code,forget,0.6645585,1.943632,-0.11313
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2675,11219763200,code,forget,0.6643345,1.943197,-0.11335
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2700,11324620800,code,forget,0.6637431,1.942048,-0.11394
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2725,11429478400,code,forget,0.6637142,1.941992,-0.11397
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2750,11534336000,code,forget,0.664068,1.942679,-0.11362
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2775,11639193600,code,forget,0.6644578,1.943437,-0.11323
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2800,11744051200,code,forget,0.6636755,1.941917,-0.11401
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2825,11848908800,code,forget,0.6634057,1.941393,-0.11428
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2850,11953766400,code,forget,0.663358,1.9413,-0.11433
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2875,12058624000,code,forget,0.6632976,1.941183,-0.11439
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2900,12163481600,code,forget,0.6629422,1.940493,-0.11475
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2925,12268339200,code,forget,0.6633486,1.941282,-0.11434
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2950,12373196800,code,forget,0.6627819,1.940182,-0.11491
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2975,12478054400,code,forget,0.6627847,1.940188,-0.1149
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3000,12582912000,code,forget,0.6626495,1.939925,-0.11504
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3025,12687769600,code,forget,0.6625579,1.939748,-0.11513
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3050,12792627200,code,forget,0.6620873,1.938835,-0.1156
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3075,12897484800,code,forget,0.6622627,1.939175,-0.11542
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3100,13002342400,code,forget,0.6624348,1.939509,-0.11525
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3125,13107200000,code,forget,0.6619894,1.938645,-0.1157
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3150,13212057600,code,forget,0.6619077,1.938487,-0.11578
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3175,13316915200,code,forget,0.6617894,1.938258,-0.1159
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,3200,13421772800,code,forget,0.6618264,1.938329,-0.11586
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,25,104857600,de,forget,1.948674,7.019374,0.0
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,50,209715200,de,forget,1.915073,6.787433,-0.0336
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,75,314572800,de,forget,1.883228,6.574696,-0.06545
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,100,419430400,de,forget,1.870938,6.494388,-0.07774
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,125,524288000,de,forget,1.864406,6.452104,-0.08427
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,150,629145600,de,forget,1.860444,6.426587,-0.08823
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,175,734003200,de,forget,1.858778,6.415893,-0.0899
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,200,838860800,de,forget,1.859029,6.417503,-0.08964
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,225,943718400,de,forget,1.856318,6.400126,-0.09236
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,250,1048576000,de,forget,1.856059,6.398473,-0.09262
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,275,1153433600,de,forget,1.85506,6.392081,-0.09361
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,300,1258291200,de,forget,1.854355,6.387578,-0.09432
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,325,1363148800,de,forget,1.853834,6.384247,-0.09484
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,350,1468006400,de,forget,1.85989,6.423033,-0.08878
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,375,1572864000,de,forget,1.855777,6.396667,-0.0929
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,400,1677721600,de,forget,1.855533,6.395107,-0.09314
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,425,1782579200,de,forget,1.855242,6.393248,-0.09343
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,450,1887436800,de,forget,1.85713,6.405327,-0.09154
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,475,1992294400,de,forget,1.856821,6.403348,-0.09185
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,500,2097152000,de,forget,1.857515,6.407792,-0.09116
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,525,2202009600,de,forget,1.855823,6.396961,-0.09285
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,550,2306867200,de,forget,1.855518,6.395009,-0.09316
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,575,2411724800,de,forget,1.855191,6.392921,-0.09348
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,600,2516582400,de,forget,1.856608,6.401982,-0.09207
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,625,2621440000,de,forget,1.855838,6.397056,-0.09284
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,650,2726297600,de,forget,1.857379,6.406921,-0.0913
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,675,2831155200,de,forget,1.856487,6.401207,-0.09219
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,700,2936012800,de,forget,1.855753,6.39651,-0.09292
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,725,3040870400,de,forget,1.85697,6.404304,-0.0917
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,750,3145728000,de,forget,1.856841,6.403474,-0.09183
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,775,3250585600,de,forget,1.857916,6.410362,-0.09076
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,800,3355443200,de,forget,1.85891,6.416739,-0.08976
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,825,3460300800,de,forget,1.856189,6.399305,-0.09248
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,850,3565158400,de,forget,1.858081,6.411424,-0.09059
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,875,3670016000,de,forget,1.856851,6.403537,-0.09182
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,900,3774873600,de,forget,1.857698,6.408968,-0.09098
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,925,3879731200,de,forget,1.856529,6.401478,-0.09214
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,950,3984588800,de,forget,1.856535,6.40152,-0.09214
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,975,4089446400,de,forget,1.856558,6.401662,-0.09212
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1000,4194304000,de,forget,1.858281,6.412705,-0.09039
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1025,4299161600,de,forget,1.858738,6.415636,-0.08994
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1050,4404019200,de,forget,1.859275,6.419081,-0.0894
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1075,4508876800,de,forget,1.859803,6.42247,-0.08887
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1100,4613734400,de,forget,1.85848,6.413978,-0.09019
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1125,4718592000,de,forget,1.857173,6.405604,-0.0915
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1150,4823449600,de,forget,1.85798,6.410772,-0.09069
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1175,4928307200,de,forget,1.857364,6.406828,-0.09131
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1200,5033164800,de,forget,1.859568,6.42096,-0.08911
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1225,5138022400,de,forget,1.859431,6.420083,-0.08924
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1250,5242880000,de,forget,1.859881,6.422975,-0.08879
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1275,5347737600,de,forget,1.857853,6.409957,-0.09082
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1300,5452595200,de,forget,1.859042,6.417586,-0.08963
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1325,5557452800,de,forget,1.860121,6.424513,-0.08855
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1350,5662310400,de,forget,1.859505,6.420559,-0.08917
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1375,5767168000,de,forget,1.86038,6.426176,-0.08829
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1400,5872025600,de,forget,1.858702,6.415407,-0.08997
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1425,5976883200,de,forget,1.858916,6.416775,-0.08976
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1450,6081740800,de,forget,1.859693,6.421768,-0.08898
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1475,6186598400,de,forget,1.860164,6.424791,-0.08851
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1500,6291456000,de,forget,1.858548,6.414414,-0.09013
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1525,6396313600,de,forget,1.860126,6.424546,-0.08855
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1550,6501171200,de,forget,1.859316,6.419343,-0.08936
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1575,6606028800,de,forget,1.860772,6.428698,-0.0879
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1600,6710886400,de,forget,1.861124,6.430958,-0.08755
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1625,6815744000,de,forget,1.860905,6.429551,-0.08777
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1650,6920601600,de,forget,1.860032,6.423941,-0.08864
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1675,7025459200,de,forget,1.86137,6.432543,-0.0873
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1700,7130316800,de,forget,1.860464,6.426719,-0.08821
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1725,7235174400,de,forget,1.865812,6.461178,-0.08286
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1750,7340032000,de,forget,1.862012,6.436675,-0.08666
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1775,7444889600,de,forget,1.861616,6.434129,-0.08706
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1800,7549747200,de,forget,1.861163,6.431214,-0.08751
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1825,7654604800,de,forget,1.861401,6.432742,-0.08727
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1850,7759462400,de,forget,1.861192,6.431398,-0.08748
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1875,7864320000,de,forget,1.861826,6.435475,-0.08685
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1900,7969177600,de,forget,1.861025,6.430327,-0.08765
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1925,8074035200,de,forget,1.861823,6.435458,-0.08685
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1950,8178892800,de,forget,1.862269,6.438331,-0.08641
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,1975,8283750400,de,forget,1.861312,6.432172,-0.08736
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2000,8388608000,de,forget,1.861838,6.435555,-0.08684
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2025,8493465600,de,forget,1.861076,6.43065,-0.0876
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2050,8598323200,de,forget,1.862042,6.436869,-0.08663
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2075,8703180800,de,forget,1.862408,6.439226,-0.08627
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2100,8808038400,de,forget,1.862378,6.439031,-0.0863
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2125,8912896000,de,forget,1.863058,6.443413,-0.08562
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2150,9017753600,de,forget,1.863072,6.443498,-0.0856
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2175,9122611200,de,forget,1.86259,6.440395,-0.08608
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2200,9227468800,de,forget,1.863456,6.445979,-0.08522
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2225,9332326400,de,forget,1.86274,6.441362,-0.08593
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2250,9437184000,de,forget,1.86253,6.440009,-0.08614
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2275,9542041600,de,forget,1.866422,6.46512,-0.08225
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2300,9646899200,de,forget,1.864509,6.452766,-0.08417
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2325,9751756800,de,forget,1.864261,6.451165,-0.08441
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2350,9856614400,de,forget,1.864657,6.453721,-0.08402
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2375,9961472000,de,forget,1.864196,6.450745,-0.08448
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2400,10066329600,de,forget,1.863678,6.44741,-0.085
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2425,10171187200,de,forget,1.866319,6.46446,-0.08235
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2450,10276044800,de,forget,1.864616,6.45346,-0.08406
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2475,10380902400,de,forget,1.864013,6.449569,-0.08466
curr_td_f20_g1_lr5.5e-5_a0_20260613T090652Z,2500,10485760000,de,forget,1.865699,6.460448,-0.08298
