example_id,doc_id,subject,v2_category,rating,label,Q_verbatim,Q_paraphr,correct_A,wrong_A,exam_fmt,auth_src,reasoning_head
greekmmlu:16247,005c047211e4475b27b9444019774716394ec297be4a498fe5cb32a4eca27a93,Maritime Safety and Rescue Operations,q_plus_correct_only,3,SOURCE_OVERLAP,False,True,True,False,False,True,"Το σημασμένο απόσπασμα δεν βρίσκεται σε εξεταστικό πλαίσιο με επιλογές, αλλά σε επίσημη/διοικητική περιγραφή δικαιολογητικών: «τα εγγραφα τα οποια εκδιδονται συμφωνα με τα ανωτερω, δεν ειναι δυνατον να υποβληθουν» και αμέσως μετά «μετα την παροδο τρι"
greekmmlu:16220,0b2617521b3d6e1100eac9808be78d29977ff6608580a5ef5af6e92e8764f542,Maritime Safety and Rescue Operations,q_plus_correct_and_wrong,3,SOURCE_OVERLAP,True,False,True,False,False,True,Το marked q_stem εμφανίζεται αυτούσιο σε κανονιστική/νομοθετική πρόζα ως αριθμημένη παράγραφος: «η θεωρητικη εξεταση γινεται με γραπτο τροπο... κατα τισ ορισμενεσ ημερομηνιεσ και ωρεσ». Αμέσως μετά υπάρχει η σωστή συνέχεια «χωρισ να επιτρεπεται η εισ
greekmmlu:16247,027e6dd2e63fc58135fabd2ede4ff3c378ef299d1e2379385d4b582a93794802,Maritime Safety and Rescue Operations,q_plus_correct_only,3,SOURCE_OVERLAP,False,True,True,False,False,True,"The marked q-stem appears in an official administrative decision/form, not in MCQ scaffolding: «τα εγγραφα τα οποια εκδιδονται συμφωνα με τα ανωτερω, δεν ειναι δυνατον να υποβληθουν». The marked correct option is the actual continuation of the regula"
greekmmlu:16247,01e8a15da81c149d1a3a2c3f66f1abafcac37b8da5f96b82685ae31fef92dcf7,Maritime Safety and Rescue Operations,q_plus_correct_only,4,STRONG_CHEATING,False,True,True,False,False,False,"The marked match is not in MCQ/exam scaffolding; it appears inside a procedural numbered document list about required documents, not as answer options. However, the marked Q-side span “τα εγγραφα τα οποια εκδιδονται συμφωνα με τα ανωτερω, δεν ειναι” "
greekmmlu:16247,02e01b26e4e864e61bf179ce2f4e9159b8f226e9f0f456eeca44a2265b4a1c7d,Maritime Safety and Rescue Operations,q_plus_correct_only,3,SOURCE_OVERLAP,False,True,True,False,False,True,"Το σημασμένο απόσπασμα βρίσκεται σε επίσημο διοικητικό/υπουργικό κείμενο με δικαιολογητικά και παρατηρήσεις, όχι σε εξεταστική δομή. Περιέχει την ουσία του stem και αμέσως μετά τη σωστή προθεσμία: «τα εγγραφα τα οποια εκδιδονται... δεν ειναι δυνατον "
greekmmlu:16298,0d10a1c3a7efe710c4d176980ff75f7a1030b3a206710975e25d38dfd234f9f5,Maritime Safety and Rescue Operations,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked q_stem is inside explicit exam scaffolding: “32. στην εισοδο του λιμενα, ο πρασινοσ φανοσ τοποθετειται:” followed immediately by lettered choices “α) … β) … γ) …”. The marked option span is not merely coincidental: it is the beginning of o"
greekmmlu:16616,0b2617521b3d6e1100eac9808be78d29977ff6608580a5ef5af6e92e8764f542,Law,q_plus_correct_only,3,SOURCE_OVERLAP,True,False,True,False,False,True,"The marked span is the benchmark stem verbatim in normalized form: «ο υποψηφιοσ εχει δικαιωμα επανεξετασησ... μεχρι τη συμπληρωση», immediately followed by the marked correct duration «ενοσ (1) ετουσ απο την ημερομηνια τησ πρωτησ αποτυχιασ του». Howe"
greekmmlu:16247,092ad4f1a1a259ffc6516112392d181ce5caa08e0533b214493b85134b546110,Maritime Safety and Rescue Operations,q_plus_correct_only,3,SOURCE_OVERLAP,True,False,True,False,False,True,"Το σημειωμένο span βρίσκεται μέσα σε κανονιστικό κείμενο/υπουργική απόφαση για δικαιολογητικά, όχι σε μορφή εξέτασης ή απαντήσεων πολλαπλής επιλογής. Περιέχει αυτούσιο το στέλεχος «τα εγγραφα τα οποια εκδιδονται... δεν ειναι» και αμέσως μετά τη σωστή"
greekmmlu:16616,06c976487308ac29d30b04b2959f792c17571723f0bd370dfc35fdd105c3be58,Law,q_plus_correct_only,3,SOURCE_OVERLAP,True,False,True,False,False,True,"Το marked Q-stem εμφανίζεται ως κανονιστική διάταξη, όχι ως ερώτηση MCQ: «ο υποψηφιοσ εχει δικαιωμα επανεξετασησ... μεχρι τη συμπληρωση». Αμέσως μετά υπάρχει η marked σωστή απάντηση «ενοσ (01) ετουσ απο την ημερομηνια τησ πρωτησ αποτυχιασ του», αλλά "
greekmmlu:16617,06c976487308ac29d30b04b2959f792c17571723f0bd370dfc35fdd105c3be58,Law,q_plus_correct_only,3,SOURCE_OVERLAP,True,False,True,False,False,True,Το σημασμένο απόσπασμα αναπαράγει σχεδόν αυτούσιο το stem («ο υποψηφιοσ εχει δικαιωμα επανεξετασησ... χωρισ να επανεξεταζεται... θεωρητικη (γραπτη) εξεταση») και αμέσως μετά δίνει τη σωστή διάρκεια («ενοσ (01) ετουσ απο την ημερομηνια τησ πρωτησ αποτ
greekmmlu:16613,06c976487308ac29d30b04b2959f792c17571723f0bd370dfc35fdd105c3be58,Law,q_plus_correct_and_wrong,3,SOURCE_OVERLAP,False,True,True,False,False,True,"Το σημειωμένο απόσπασμα είναι μέσα σε κανονιστικό/νομικό κείμενο για άδειες ναυαγοσωστών, όχι σε MCQ ή απαντητικό κλειδί: «σε περιπτωση που, για λογουσ ανωτερασ βιασ... οι εξετασεισ πραγματοποιουνται την αμεσωσ επομενη εργασιμη ημερα». Η σωστή απάντη"
greekmmlu:16613,0b2617521b3d6e1100eac9808be78d29977ff6608580a5ef5af6e92e8764f542,Law,q_plus_correct_and_wrong,3,SOURCE_OVERLAP,False,True,True,False,False,True,"The marked span is embedded in regulatory prose, not in GreekMMLU-style exam scaffolding: it says “σε περιπτωση που, για λογουσ ανωτερασ βιασ…” and continues as a legal rule. The adjacent answer-like text “οι εξετασεισ πραγματοποιουνται την αμεσωσ επ"
greekmmlu:16624,06c976487308ac29d30b04b2959f792c17571723f0bd370dfc35fdd105c3be58,Law,q_plus_correct_only,3,SOURCE_OVERLAP,True,False,True,False,False,True,"The marked span is verbatim the benchmark stem, followed immediately by the correct completion: «αιτημα επανεξετασησ σε λιμενικη αρχη μπορει να υποβληθει» / «απο την επομενη τησ αποτυχιασ τουσ». However, this appears as continuous regulatory prose ab"
greekmmlu:16626,0d10a1c3a7efe710c4d176980ff75f7a1030b3a206710975e25d38dfd234f9f5,Law,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked span is inside explicit exam scaffolding: “49. αν το σκαφοσ μασ περιελθει...” followed immediately by lettered choices “α) ... β) ... γ) ...”. The marked correct option under γ contains the benchmark answer (“χρησιμοποιουμε τα σηματα κινδυ
greekmmlu:16617,0b2617521b3d6e1100eac9808be78d29977ff6608580a5ef5af6e92e8764f542,Law,q_plus_correct_only,3,SOURCE_OVERLAP,True,False,True,False,False,True,"Το μαρκαρισμένο q_stem εμφανίζει σχεδόν αυτούσιο το στέλεχος («ο υποψηφιοσ εχει δικαιωμα επανεξετασησ... χωρισ να επανεξεταζεται στη θεωρητικη»), και αμέσως μετά υπάρχει η σωστή διάρκεια: «ενοσ (1) ετουσ απο την ημερομηνια τησ πρωτησ αποτυχιασ του». "
greekmmlu:16627,0d10a1c3a7efe710c4d176980ff75f7a1030b3a206710975e25d38dfd234f9f5,Law,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,Το σημασμένο απόσπασμα βρίσκεται μέσα σε καθαρή εξεταστική ακολουθία: «62. αυτοσ που χειριζεται ενα ταχυπλοο σκαφοσ οφειλει να γνωριζει: α) ... β) ... γ) ...». Η επιλογή Γ δίπλα στο ερώτημα δίνει την πλήρη σωστή απάντηση («τισ διαταξεισ του δ.κ.α.σ. 
greekmmlu:2429,061a4c6aa7e9ac63486bc666f4f3c12ec610ec19b8d7307e286e3833ef7f2682,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked q_stem βρίσκεται αυτούσιο μέσα σε αριθμημένη ερώτηση MCQ: «137. ""η χρηματοδοτηση απο τραπεζα... τι επιβαρυνσεισ εχει"";». Ακολουθούν αμέσως επιλογές a/b/γ/δ, με λάθος επιλογές όπως «καμια επιβαρυνση...» και τη σωστή επιλογή σημασμένη ως δ: «"
greekmmlu:2461,00afc5599d309043271d5852f22af7f170329341210609b3c7f0594a06a2c75c,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked q_stem is the benchmark stem verbatim: «για την ασφαλεια του παιδιου σασ... την ηλικια του», immediately followed by the marked correct option «τα εγκεκριμενου τυπου παιδικα καθισματα για το αυτοκινητο». The wrong option «το διχτυ αναμεσα "
greekmmlu:2461,0a4cfd671e330cf0d9b38ce8071143962578020292e0278b646318eb586649cf,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «για την ασφαλεια του παιδιου σασ... το υψοσ, το βαροσ και την ηλικια του». Immediately after it, the marked correct option appears: «τα εγκεκριμενου τυπου παιδικα καθισματα για το αυτ"
greekmmlu:2444,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,False,True,False,"Το marked q_stem εμφανίζεται αυτούσιο μέσα σε ακολουθία ερωτήσεων οδήγησης με επιλογές, π.χ. «ορισμενα οχηματα εξαιρουνται απο τον ευρωπαικο κανονισμο 561/2006...». Αμέσως μετά υπάρχουν διαδοχικές επιλογές και η marked correct_option «των οποιων η τα"
greekmmlu:2430,0c84f0420e92bc91b63c16a0708c554a13a7937ebde82c6421ac8d4547ea38f6,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημειωμένο τμήμα περιέχει σχεδόν αυτούσιο το ερώτημα: «η μεταφορα 100 τηλεορασεων απο την ανκονα στην πατρα γινεται με πλοιο...» και συνεχίζει με «η μεταφορα αυτη ειναι». Αμέσως μετά εμφανίζονται οι επιλογές/απαντήσεις «μεικτη», «συνδυασμενη», «δι"
greekmmlu:2472,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked q_stem είναι ουσιαστικά αυτούσιο το ερώτημα: «μεγιστο αριθμο ωρων εργασιασ (9 η 10) ... καταγραφεται ως». Αμέσως μετά εμφανίζεται σαφής εξεταστική/MCQ δομή με επιλογές σε εισαγωγικά: «αλλη εργασια», «αναπαυση», «διαθεσιμοτητα», όπου η σωστή"
greekmmlu:2485,0cb3563ef6b2fdb6e6a1a640a7e4ec74c2813abf4935043af2c072d0e89b521e,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem verbatim in normalized Greek: «για να προσπερασετε ενα ζωο η εναν ιππεα... ελαχιστη πλευρικη αποσταση». It is immediately followed by MCQ-style answer options, including «0,5 m», «1 m», and «ανω των 1,5 m»,"
greekmmlu:2495,0782a712aa844ce201df1c36a7f21fcb41a0e415ad5461c57ed16e058ebf9da3,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked span περιέχει αυτούσιο το ερώτημα «οταν δυο αυτοκινητοδρομοι συνενωνονται...» μέσα σε ακολουθία ερωτήσεων οδήγησης με επιλογές μετά από άνω-κάτω τελεία. Αμέσως μετά εμφανίζονται οι λάθος επιλογές («δεξιο κλαδο...», «στον αριστερο κλαδο...»)"
greekmmlu:2485,061a5930fac3f3e84e01d6e47cc088b72e977779c587c65b1b595314dcfc8c38,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is the exact benchmark stem: «για να προσπερασετε ενα ζωο η εναν ιππεα... ελαχιστη πλευρικη αποσταση». It appears inside a long driving-test MCQ sequence and is immediately followed by the answer options «0,5 m», «1 m», and «ανω των 1"
greekmmlu:2485,0a6bd0d06ee3dd3d9a2e0da5fa4f855d257aefb29e1f7564a772f70d03c7e4f4,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το σημαδεμένο απόσπασμα περιέχει αυτούσιο το stem: «για να προσπερασετε ενα ζωο η εναν ιππεα... ελαχιστη πλευρικη αποσταση» και αμέσως μετά παραθέτει επιλογές «0,5 m. 1 m. ανω των 1,5 m». Βρίσκεται μέσα σε μεγάλη ακολουθία ερωτήσεων εξετάσεων οδήγηση"
greekmmlu:2488,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,The marked region is the exact benchmark stem: «οι λεωφορειακεσ γραμμεσ των κτελ που εξυπηρετουν τη μεταφορα απο την αθηνα σε παραλιεσ τησ αττικησ ειναι». It is embedded in a long MCQ-style sequence with colon-separated prompts and three adjacent opt
greekmmlu:2497,0a52cf978d7215695008af1ae03160c10c08044d462613c4bfb02e310f0393dd,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is embedded in a long sequence of driving-theory questions followed by multiple answer choices, not in official prose. It contains the question verbatim, «σε περιπτωση εμπλοκησ του εκκινητη (μιζασ), πωσ διορθωνεται η βλαβη», immediate"
greekmmlu:2502,061a4c6aa7e9ac63486bc666f4f3c12ec610ec19b8d7307e286e3833ef7f2682,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked match is directly inside an MCQ sequence: item 116 asks «επιστρεφονται τελη κυκλοφοριασ σε περιπτωση μεταβιβασησ η διακοπησ κυκλοφοριασ;» followed immediately by lettered options. The correct option is explicitly adjacent as «a. οχι», and "
greekmmlu:2505,0c84f0420e92bc91b63c16a0708c554a13a7937ebde82c6421ac8d4547ea38f6,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem essentially verbatim: «το μεγιστο επιτρεπομενο βαροσ... αντιστοιχει στο». Immediately after it, the marked correct answer «μεγιστο μεικτο βαροσ» appears, followed by the other options «ωφελιμο φορτιο» and «"
greekmmlu:2508,0ba51f5a7f17201b0126a37d7a348ec84510470e0204cadfb3be9696933e098b,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span is inside a long driving-test question/options sequence, not official prose: it gives the exact stem «ποιοι παραγοντεσ μπορουν να προκαλεσουν κινδυνουσ στην οδικη κυκλοφορια» followed immediately by the correct option «φωτα διασταυρωσ"
greekmmlu:2501,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_and_wrong,5,DEFINITE_CHEATING,True,False,True,True,True,False,"Το marked span περιέχει αυτολεξεί το ερώτημα «οι δεικτεσ πιεσησ (μανομετρα) ... μετρουν την πιεση» και αμέσως μετά τις επιλογές «των κυκλωματων πεδησησ», «των ελαστικων», «του κινητηρα». Βρίσκεται μέσα σε συνεχόμενη ακολουθία ερωτήσεων οδήγησης με τρ"
greekmmlu:2512,00976c867646e3ac38b2eaf2c57df56f513512f3d99d4608ca17c31b255d5076,Driving Rules,q_plus_correct_only,5,DEFINITE_CHEATING,True,False,True,True,True,False,"The marked span contains the benchmark stem verbatim in normalized form: «η παραλειψη καποιου γευματοσ κατα τη διαρκεια τησ ημερασ οδηγει σε». Immediately after it, the marked correct option appears as the first answer: «υπερβολικη καταναλωση τροφησ "
