review_queue_id,source_doc_id,review_tasks,priority_reasons,candidate_error_type_ids,candidate_action,confidence,quality_bin,host,url,chars_before,doc_text_path,review_label,review_true_error_type_ids,review_correct_action,review_good_text_loss_risk,review_false_positive_reason,review_false_negative_error_ids,review_notes
rq_0030_6207d36cdb,hplt::8_1.jsonl.zst::1707a4133786533a80459f0e85296f99,"[""precision_E015""]","[""candidate_error_E015""]","[""E015""]",quarantine,1.0,8,nomoi.info,https://nomoi.info/%CE%A6%CE%95%CE%9A-%CE%91-41-2002-%CF%83%CE%B5%CE%BB-1.html,4515,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6207d36cdba8d032.txt,,[],,,,[],
rq_0031_65a39c2357,hplt::8_1.jsonl.zst::1938b4e3b374c03aaf6de2b0e1bce6f0,"[""destructive_action_review""]","[""candidate_action_trim_span""]","[""E006"", ""E007""]",trim_span,0.6151436781609195,8,www.skroutz.gr,https://www.skroutz.gr/s/174088/%CE%A1%CE%B5%CF%8C%CE%BD%CF%84%CF%89%CE%BD-%CE%AD%CE%BB%CE%B5%CE%B3%CF%87%CE%BF%CF%82.html,1726,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/65a39c2357b70b32.txt,,[],,,,[],
rq_0032_5e10a743f1,hplt::8_1.jsonl.zst::19902f8795ebc733d6a6db973704a2ed,"[""destructive_action_review"", ""precision_E009""]","[""candidate_action_trim_span"", ""candidate_error_E009""]","[""E006"", ""E007"", ""E009""]",trim_span,0.7158333333333333,8,psterpnis.blogspot.com,http://psterpnis.blogspot.com/2014/04/facebook.html,3916,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/5e10a743f17c04d3.txt,,[],,,,[],
rq_0033_e43a3307ce,hplt::8_1.jsonl.zst::19c519f587451ca84a4201043d912485,"[""precision_E019""]","[""candidate_error_E019""]","[""E004"", ""E006"", ""E007"", ""E009"", ""E010"", ""E017"", ""E019""]",quarantine,0.5932843137254902,8,www.insomnia.gr,https://www.insomnia.gr/leaderboard/?in=forums-pid&time=week,9454,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/e43a3307ce9130f4.txt,,[],,,,[],
rq_0034_f624705470,hplt::8_1.jsonl.zst::1b7c88517138c9167ca7c8613b8a83f8,"[""precision_E011"", ""precision_E012""]","[""candidate_error_E011"", ""candidate_error_E012""]","[""E009"", ""E010"", ""E011"", ""E012""]",quarantine,0.557640625,8,averoph.wordpress.com,https://averoph.wordpress.com/tag/%ce%ac%ce%b3%ce%b9%ce%bf%cf%82-%ce%ba%ce%bf%cf%83%ce%bc%ce%ac%cf%82-%ce%bf-%ce%b1%ce%b9%cf%84%cf%89%ce%bb%cf%8c%cf%82/,17445,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/f6247054709062a0.txt,,[],,,,[],
rq_0035_999ddf742f,hplt::8_1.jsonl.zst::1bcd5127b72c487c27360db37caa70bd,"[""precision_E019""]","[""candidate_error_E019""]","[""E004"", ""E006"", ""E009"", ""E017"", ""E019""]",quarantine,0.3529106239490446,8,www.ishtarmedica.com,https://www.ishtarmedica.com/mkb-10-ostryj.htm,101057,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/999ddf742fbaae17.txt,,[],,,,[],
rq_0036_2c07210c14,hplt::8_1.jsonl.zst::1d305202684f965eb457fa375370386d,"[""precision_E003"", ""precision_E004""]","[""candidate_error_E003"", ""candidate_error_E004""]","[""E003"", ""E004"", ""E017""]",quarantine,0.5126984126984127,8,old.isotita.gr,http://old.isotita.gr/index.php/news/2657?theme=print,6529,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/2c07210c144862fd.txt,,[],,,,[],
rq_0037_085ff3626e,hplt::8_1.jsonl.zst::24236636304fab349c26ff6fdff1661d,"[""precision_E020""]","[""candidate_error_E020""]","[""E015"", ""E020""]",keep,0.6091343283582089,8,melesoft.com,http://melesoft.com/bayonetta-vanquish-10th-anniversary-bundle-launch-edition-ps4,788,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/085ff3626e1527d3.txt,,[],,,,[],
rq_0038_ffdaa70425,hplt::8_1.jsonl.zst::26c34b2692486353fe7b2a5ad6199426,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.28094101602454824,8,greekmme.blogspot.com,http://greekmme.blogspot.com/2011_08_31_archive.html,2933,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/ffdaa7042589585f.txt,,[],,,,[],
rq_0039_6429541d58,hplt::8_1.jsonl.zst::29ea920483aec968b34baa085c743f60,"[""precision_E014"", ""precision_E015""]","[""candidate_error_E014"", ""candidate_error_E015""]","[""E014"", ""E015""]",quarantine,1.0,8,www.frontpages.gr,https://www.frontpages.gr/d/20200504/128/%CE%9F%CE%BB%CF%8D%CE%BC%CF%80%CE%B9%CE%BF-%CE%92%CE%AE%CE%BC%CE%B1,2595,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6429541d587de2dc.txt,,[],,,,[],
rq_0040_6ee622c5bb,hplt::8_1.jsonl.zst::2a0b331bf7046b46cc4e70ab8810d3a8,"[""precision_E015""]","[""candidate_error_E015""]","[""E005"", ""E015""]",quarantine,1.0,8,www.dancelink.gr,https://www.dancelink.gr/latinparty/20,2577,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6ee622c5bb69e211.txt,,[],,,,[],
rq_0041_4e46d8d6c3,hplt::8_1.jsonl.zst::2f197698ac1e8aeb8ad4ce8a1ed0b6a8,"[""precision_E011""]","[""candidate_error_E011""]","[""E006"", ""E007"", ""E009"", ""E011"", ""E012"", ""E019""]",quarantine,0.521284375,8,dorieas.com,http://dorieas.com/nweb/index.php?start=2331,5811,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/4e46d8d6c388159a.txt,,[],,,,[],
rq_0042_05e3c941f9,hplt::8_1.jsonl.zst::2fd6daec070a24bdb8849c983e5b7b1a,"[""precision_E010""]","[""candidate_error_E010""]","[""E010""]",quarantine,0.42057877813504824,8,www.wholeness.gr,https://www.wholeness.gr/2023/01/blog-post_22.html,6220,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/05e3c941f9a3bd24.txt,,[],,,,[],
rq_0043_6a110bf89c,hplt::8_1.jsonl.zst::30dff1a99ed3029e09f14cb834ee4aff,"[""borderline_false_negative_probe""]","[""borderline_no_candidate_error""]",[],keep,0.26180836707152494,8,www.documentonews.gr,https://www.documentonews.gr/article/neos-polemos-gia-seferlh-drag-queen-enantion-toy-epeidh-tha-ypodythei-ton-thryliko-rolo-ths-divine-sto-hairspray/,2964,/capstor/scratch/cscs/fffoivos/runs/05_token_distillation_cpt/hplt_cleaning/05_hplt_cleaning_inventory_resume_20260605T165145Z/experiments/review_bundle_20260605T165151Z/docs/6a110bf89c1a378b.txt,,[],,,,[],
