rating,reason,subject,example_id,url,question_head,correct_answer_head,matched_surface
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2441,http://www.testdriver.gr/autokinhto-etoima.php?id=8,Ποιες διαδρομές πρέπει να αποφεύγετε για να εξοικονομήσετε καύσιμο;,"Κοντινές διαδρομές, όπως στο περίπτερο της γειτονιάς σας.",question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2444,http://testdriver.gr/peileoforeio.php,Ορισμένα οχήματα εξαιρούνται από τον ευρωπαϊκό κανονισμό 561/2006 σχετικά με το ωράριο εργασίας. Μεταξύ αυτών είναι τα ο,Των οποίων η ταχύτητα δεν υπερβαίνει τα 40 km/h.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2444,http://testdriver.gr/peileoforeio.php,Ορισμένα οχήματα εξαιρούνται από τον ευρωπαϊκό κανονισμό 561/2006 σχετικά με το ωράριο εργασίας. Μεταξύ αυτών είναι τα ο,Των οποίων η ταχύτητα δεν υπερβαίνει τα 40 km/h.,question_correct_answer
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2452,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Τι πρόστιμο επιβάλλεται σε όσους υποβάλλουν εκπρόθεσμη προσωρινή δήλωση ΦΠΑ;,"Πρόσθετο φόρο που ορίζεται σε ποσοστό 1,5% του κύριου φόρου για κάθε μήνα εκπρόθεσμης υποβολής της δήλωσης",eval_prompt
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2452,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Τι πρόστιμο επιβάλλεται σε όσους υποβάλλουν εκπρόθεσμη προσωρινή δήλωση ΦΠΑ;,"Πρόσθετο φόρο που ορίζεται σε ποσοστό 1,5% του κύριου φόρου για κάθε μήνα εκπρόθεσμης υποβολής της δήλωσης",question_all_choices
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2452,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Τι πρόστιμο επιβάλλεται σε όσους υποβάλλουν εκπρόθεσμη προσωρινή δήλωση ΦΠΑ;,"Πρόσθετο φόρο που ορίζεται σε ποσοστό 1,5% του κύριου φόρου για κάθε μήνα εκπρόθεσμης υποβολής της δήλωσης",question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2461,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Για την ασφάλεια του παιδιού σας, μπορείτε να χρησιμοποιήσετε ανάλογα με το ύψος, το βάρος και την ηλικία του:",Τα εγκεκριμένου τύπου παιδικά καθίσματα για το αυτοκίνητο.,question_correct_answer
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2471,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Ασφαλιστικός Φορέας είναι:,Οργανισμός που καλύπτει με ασφαλιστικές παροχές τους κινδύνους των ασφαλισμένων που υπάγονται στην ασφάλισή του,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2472,http://testdriver.gr/peileoforeio.php,Οδηγός έχει συμπληρώσει τον μέγιστο αριθμό ωρών εργασίας (9 ή 10) και επιστρέφει στη βάση του ως συνοδηγός λεωφορείου. Τ,«Άλλη εργασία»,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2472,http://testdriver.gr/peileoforeio.php,Οδηγός έχει συμπληρώσει τον μέγιστο αριθμό ωρών εργασίας (9 ή 10) και επιστρέφει στη βάση του ως συνοδηγός λεωφορείου. Τ,«Άλλη εργασία»,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2472,http://testdriver.gr/peileoforeio.php,Οδηγός έχει συμπληρώσει τον μέγιστο αριθμό ωρών εργασίας (9 ή 10) και επιστρέφει στη βάση του ως συνοδηγός λεωφορείου. Τ,«Άλλη εργασία»,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2472,http://testdriver.gr/peileoforeio.php,Οδηγός έχει συμπληρώσει τον μέγιστο αριθμό ωρών εργασίας (9 ή 10) και επιστρέφει στη βάση του ως συνοδηγός λεωφορείου. Τ,«Άλλη εργασία»,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2477,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Σε έναν αυτοκινητόδρομο, σε καιρό βροχής:",Μειώνετε την ταχύτητα από τη στιγμή που η βροχή θα σας υποχρεώσει να ενεργοποιήσετε τους υαλοκαθαριστήρες.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2477,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Σε έναν αυτοκινητόδρομο, σε καιρό βροχής:",Μειώνετε την ταχύτητα από τη στιγμή που η βροχή θα σας υποχρεώσει να ενεργοποιήσετε τους υαλοκαθαριστήρες.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2477,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Σε έναν αυτοκινητόδρομο, σε καιρό βροχής:",Μειώνετε την ταχύτητα από τη στιγμή που η βροχή θα σας υποχρεώσει να ενεργοποιήσετε τους υαλοκαθαριστήρες.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2477,http://www.testdriver.gr/autokinhto-etoima.php?id=18,"Σε έναν αυτοκινητόδρομο, σε καιρό βροχής:",Μειώνετε την ταχύτητα από τη στιγμή που η βροχή θα σας υποχρεώσει να ενεργοποιήσετε τους υαλοκαθαριστήρες.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2483,http://testdriver.gr/ru/peiforthgo.php,Ο υδραυλικός επιβραδυντής λειτουργεί με:,Έγχυση λαδιού.,question_all_choices
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2484,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Για πόσο χρόνο συνομολογείται σύμβαση χρηματοδοτικής μίσθωσης (leasing);,"Για τρία, τέσσερα ή πέντε έτη",eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,http://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,https://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,https://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,http://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,https://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,https://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,http://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,https://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2485,https://testdriver.gr/autokinhto-etoima.php?id=24,"Για να προσπεράσετε ένα ζώο ή έναν ιππέα, οφείλετε να τηρήσετε μία ελάχιστη πλευρική απόσταση:",1 m.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2486,http://testdriver.gr/ru/peiforthgo.php,"Μετά την παρέλευση πενταετίας από την απόκτηση ΠΕΙ, ο οδηγός, προκειμένου να συνεχίσει να ασκεί το επάγγελμα,",υποχρεούται να παρακολουθήσει μαθήματα περιοδικής κατάρτισης,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2486,http://testdriver.gr/ru/peiforthgo.php,"Μετά την παρέλευση πενταετίας από την απόκτηση ΠΕΙ, ο οδηγός, προκειμένου να συνεχίσει να ασκεί το επάγγελμα,",υποχρεούται να παρακολουθήσει μαθήματα περιοδικής κατάρτισης,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2486,http://testdriver.gr/ru/peiforthgo.php,"Μετά την παρέλευση πενταετίας από την απόκτηση ΠΕΙ, ο οδηγός, προκειμένου να συνεχίσει να ασκεί το επάγγελμα,",υποχρεούται να παρακολουθήσει μαθήματα περιοδικής κατάρτισης,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2487,http://www.testdriver.gr/autokinhto-etoima.php?id=13,Κινείσθε γρήγορα με το επιβατηγό σας σε μία στροφή. Τι μπορεί να συμβεί εάν ξαφνικά φρενάρετε δυνατά;,Το επιβατηγό μπορεί να εκτραπεί από τον δρόμο.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2487,http://www.testdriver.gr/autokinhto-etoima.php?id=13,Κινείσθε γρήγορα με το επιβατηγό σας σε μία στροφή. Τι μπορεί να συμβεί εάν ξαφνικά φρενάρετε δυνατά;,Το επιβατηγό μπορεί να εκτραπεί από τον δρόμο.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2487,http://www.testdriver.gr/autokinhto-etoima.php?id=13,Κινείσθε γρήγορα με το επιβατηγό σας σε μία στροφή. Τι μπορεί να συμβεί εάν ξαφνικά φρενάρετε δυνατά;,Το επιβατηγό μπορεί να εκτραπεί από τον δρόμο.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2488,http://testdriver.gr/peileoforeio.php,Οι λεωφορειακές γραμμές των ΚΤΕΛ που εξυπηρετούν τη μεταφορά από την Αθήνα σε παραλίες της Αττικής είναι:,Τακτικές γραμμές.,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2488,http://testdriver.gr/peileoforeio.php,Οι λεωφορειακές γραμμές των ΚΤΕΛ που εξυπηρετούν τη μεταφορά από την Αθήνα σε παραλίες της Αττικής είναι:,Τακτικές γραμμές.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2488,http://testdriver.gr/peileoforeio.php,Οι λεωφορειακές γραμμές των ΚΤΕΛ που εξυπηρετούν τη μεταφορά από την Αθήνα σε παραλίες της Αττικής είναι:,Τακτικές γραμμές.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2488,http://testdriver.gr/peileoforeio.php,Οι λεωφορειακές γραμμές των ΚΤΕΛ που εξυπηρετούν τη μεταφορά από την Αθήνα σε παραλίες της Αττικής είναι:,Τακτικές γραμμές.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2490,https://testdriver.gr/autokinhto-etoima.php?id=7,Η ζώνη που προορίζεται για τη στάση λεωφορείων επισημαίνεται συνήθως με μία τεθλασμένη κίτρινη γραμμή (ζιγκ-ζαγκ). Μπορε,Να πατήσετε αυτήν τη γραμμή ενώ οδηγείτε.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2490,https://testdriver.gr/autokinhto-etoima.php?id=7,Η ζώνη που προορίζεται για τη στάση λεωφορείων επισημαίνεται συνήθως με μία τεθλασμένη κίτρινη γραμμή (ζιγκ-ζαγκ). Μπορε,Να πατήσετε αυτήν τη γραμμή ενώ οδηγείτε.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2490,https://testdriver.gr/autokinhto-etoima.php?id=7,Η ζώνη που προορίζεται για τη στάση λεωφορείων επισημαίνεται συνήθως με μία τεθλασμένη κίτρινη γραμμή (ζιγκ-ζαγκ). Μπορε,Να πατήσετε αυτήν τη γραμμή ενώ οδηγείτε.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2497,http://www.testdriver.gr/autokinhto-etoima.php?id=8,"Σε περίπτωση εμπλοκής του εκκινητή (μίζας), πώς διορθώνεται η βλάβη;",Θέτοντας υψηλή σχέση στο κιβώτιο ταχυτήτων (3ης ή 4ης) και προκαλώντας τη βίαιη μετακίνηση (ώθηση) του οχήματος εμπρός κ,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2497,http://www.testdriver.gr/autokinhto-etoima.php?id=8,"Σε περίπτωση εμπλοκής του εκκινητή (μίζας), πώς διορθώνεται η βλάβη;",Θέτοντας υψηλή σχέση στο κιβώτιο ταχυτήτων (3ης ή 4ης) και προκαλώντας τη βίαιη μετακίνηση (ώθηση) του οχήματος εμπρός κ,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2497,http://www.testdriver.gr/autokinhto-etoima.php?id=8,"Σε περίπτωση εμπλοκής του εκκινητή (μίζας), πώς διορθώνεται η βλάβη;",Θέτοντας υψηλή σχέση στο κιβώτιο ταχυτήτων (3ης ή 4ης) και προκαλώντας τη βίαιη μετακίνηση (ώθηση) του οχήματος εμπρός κ,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2501,http://testdriver.gr/peileoforeio.php,Οι δείκτες πίεσης (μανόμετρα) που υπάρχουν στον πίνακα οργάνων του οχήματος μετρούν την πίεση:,Των κυκλωμάτων πέδησης.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2501,http://testdriver.gr/peileoforeio.php,Οι δείκτες πίεσης (μανόμετρα) που υπάρχουν στον πίνακα οργάνων του οχήματος μετρούν την πίεση:,Των κυκλωμάτων πέδησης.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2501,http://testdriver.gr/peileoforeio.php,Οι δείκτες πίεσης (μανόμετρα) που υπάρχουν στον πίνακα οργάνων του οχήματος μετρούν την πίεση:,Των κυκλωμάτων πέδησης.,question_correct_answer
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2502,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Επιστρέφονται τέλη κυκλοφορίας σε περίπτωση μεταβίβασης ή διακοπής κυκλοφορίας;,Όχι,eval_prompt
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2505,http://testdriver.gr/peiforthgo.php,"Το μέγιστο επιτρεπόμενο βάρος, το οποίο αναγράφεται στην άδεια κυκλοφορίας του οχήματος, αντιστοιχεί στο:",Μέγιστο μεικτό βάρος.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2505,http://testdriver.gr/peiforthgo.php,"Το μέγιστο επιτρεπόμενο βάρος, το οποίο αναγράφεται στην άδεια κυκλοφορίας του οχήματος, αντιστοιχεί στο:",Μέγιστο μεικτό βάρος.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2505,http://testdriver.gr/peiforthgo.php,"Το μέγιστο επιτρεπόμενο βάρος, το οποίο αναγράφεται στην άδεια κυκλοφορίας του οχήματος, αντιστοιχεί στο:",Μέγιστο μεικτό βάρος.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2507,http://testdriver.gr/peiforthgo.php,Το μέγεθος της ροπής είναι:,Το μέτρο της επίδρασης που ασκεί μία δύναμη κατά τη διάρκεια της περιστροφής ενός σώματος.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2507,http://testdriver.gr/peileoforeio.php,Το μέγεθος της ροπής είναι:,Το μέτρο της επίδρασης που ασκεί μία δύναμη κατά τη διάρκεια της περιστροφής ενός σώματος.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2507,http://testdriver.gr/peiforthgo.php,Το μέγεθος της ροπής είναι:,Το μέτρο της επίδρασης που ασκεί μία δύναμη κατά τη διάρκεια της περιστροφής ενός σώματος.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2507,http://testdriver.gr/peileoforeio.php,Το μέγεθος της ροπής είναι:,Το μέτρο της επίδρασης που ασκεί μία δύναμη κατά τη διάρκεια της περιστροφής ενός σώματος.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2508,https://testdriver.gr/autokinhto-etoima.php?id=16,Ποιοι παράγοντες μπορούν να προκαλέσουν κινδύνους στην οδική κυκλοφορία;,Φώτα διασταυρώσεως (μεσαία) που είναι πολύ υψηλά ρυθμισμένα.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2508,https://testdriver.gr/autokinhto-etoima.php?id=16,Ποιοι παράγοντες μπορούν να προκαλέσουν κινδύνους στην οδική κυκλοφορία;,Φώτα διασταυρώσεως (μεσαία) που είναι πολύ υψηλά ρυθμισμένα.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2511,http://testdriver.gr/peileoforeio.php,Η ρύθμιση του ψηφιακού ταχογράφου πρέπει να γίνεται:,Σε κάθε αλλαγή των πινακίδων κυκλοφορίας.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2512,http://testdriver.gr/peileoforeio.php,Η παράλειψη κάποιου γεύματος κατά τη διάρκεια της ημέρας οδηγεί σε:,Υπερβολική κατανάλωση τροφής στο επόμενο γεύμα.,question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2513,http://testdriver.gr/autokinhtooles-organa.php,"Τι μπορεί να συμβεί, εάν επιβάτες που κάθονται στο πίσω κάθισμα δεν χρησιμοποιούν τις υπάρχουσες ζώνες ασφαλείας;",Σε μία σύγκρουση δημιουργούν για τον οδηγό και τον συνοδηγό έναν πρόσθετο κίνδυνο τραυματισμού.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2513,http://testdriver.gr/autokinhtooles-organa.php,"Τι μπορεί να συμβεί, εάν επιβάτες που κάθονται στο πίσω κάθισμα δεν χρησιμοποιούν τις υπάρχουσες ζώνες ασφαλείας;",Σε μία σύγκρουση δημιουργούν για τον οδηγό και τον συνοδηγό έναν πρόσθετο κίνδυνο τραυματισμού.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2513,http://testdriver.gr/autokinhtooles-organa.php,"Τι μπορεί να συμβεί, εάν επιβάτες που κάθονται στο πίσω κάθισμα δεν χρησιμοποιούν τις υπάρχουσες ζώνες ασφαλείας;",Σε μία σύγκρουση δημιουργούν για τον οδηγό και τον συνοδηγό έναν πρόσθετο κίνδυνο τραυματισμού.,question_correct_answer
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2515,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Τι μορφές πίστωσης παρέχουν οι Τράπεζες στις επιχειρήσεις;,"Δάνεια για κεφάλαιο κίνησης ή αγορά πάγιων περιουσιακών στοιχείων, προεξόφληση συναλλαγματικών και χρηματοδότηση με ενεχ",eval_prompt
5,STUDY_GUIDE_HOST,Driving Rules,greekmmlu:2515,http://docplayer.gr/1200098-D-symfonia-eggrafi-i-proforiki-metaxy-dyo-toylahiston-prosopon-apo-tin.html,Τι μορφές πίστωσης παρέχουν οι Τράπεζες στις επιχειρήσεις;,"Δάνεια για κεφάλαιο κίνησης ή αγορά πάγιων περιουσιακών στοιχείων, προεξόφληση συναλλαγματικών και χρηματοδότηση με ενεχ",question_correct_answer
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2524,https://testdriver.gr/autokinhto-etoima.php?id=1,Μία λωρίδα επιταχύνσεως χρησιμεύει στο να αποφεύγεται η επιβράδυνση της κανονικής ροής κυκλοφορίας:,ΝΑΙ.,question
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2524,https://testdriver.gr/autokinhto-etoima.php?id=1,Μία λωρίδα επιταχύνσεως χρησιμεύει στο να αποφεύγεται η επιβράδυνση της κανονικής ροής κυκλοφορίας:,ΝΑΙ.,question_all_choices
5,EVAL_REHEARSAL_SITE,Driving Rules,greekmmlu:2524,https://testdriver.gr/autokinhto-etoima.php?id=1,Μία λωρίδα επιταχύνσεως χρησιμεύει στο να αποφεύγεται η επιβράδυνση της κανονικής ροής κυκλοφορίας:,ΝΑΙ.,question_correct_answer
